ndt.iupui.mlab1.lga01.measurement-lab.org,12271,7843,2828,14745,29791,,29791
ndt.iupui.mlab1.lga02.measurement-lab.org,12271,7843,174
ndt.iupui.mlab1.lga03.measurement-lab.org,12271,7843,6453
ndt.iupui.mlab1.lga04.measurement-lab.org,12271,7843,2828,3257
ndt.iupui.mlab1.lga05.measurement-lab.org,12271,7843,3356
