date,ndt_server,upload_throughput,download_throughput
2015-05-04T08:47:09-0400,ndt.iupui.mlab2.lga04.measurement-lab.org,10.11,49.81
2015-05-04T08:47:35-0400,ndt.iupui.mlab2.lga06.measurement-lab.org,10.69,56.29
2015-05-04T09:29:14-0400,ndt.iupui.mlab1.lga04.measurement-lab.org,2.53,15.24
2015-05-04T09:29:37-0400,ndt.iupui.mlab1.lga02.measurement-lab.org,10.68,42.93
2015-05-04T09:30:02-0400,ndt.iupui.mlab3.lga06.measurement-lab.org,10.7,71.07
2015-05-04T09:30:29-0400,ndt.iupui.mlab3.lga05.measurement-lab.org,6.01,51.63
2015-05-04T09:30:53-0400,ndt.iupui.mlab1.lga01.measurement-lab.org,10.61,32.82
2015-05-04T09:31:17-0400,ndt.iupui.mlab1.lga03.measurement-lab.org,10.71,58.23
2015-05-04T18:31:43-0400,ndt.iupui.mlab3.lga05.measurement-lab.org,10.69,40.46
2015-05-04T18:32:07-0400,ndt.iupui.mlab2.lga04.measurement-lab.org,10.44,17.8
2015-05-04T18:32:31-0400,ndt.iupui.mlab2.lga06.measurement-lab.org,10.67,72.06
2015-05-04T18:32:55-0400,ndt.iupui.mlab1.lga03.measurement-lab.org,10.69,55.22
2015-05-04T18:33:19-0400,ndt.iupui.mlab3.lga01.measurement-lab.org,10.71,30.19
2015-05-04T18:33:43-0400,ndt.iupui.mlab2.lga02.measurement-lab.org,10.68,92.4
2015-05-05T04:34:10-0400,ndt.iupui.mlab3.lga01.measurement-lab.org,10.66,35.56
2015-05-05T04:34:34-0400,ndt.iupui.mlab3.lga03.measurement-lab.org,10.7,57.22
2015-05-05T04:34:57-0400,ndt.iupui.mlab2.lga05.measurement-lab.org,10.69,61.2
2015-05-05T04:35:21-0400,ndt.iupui.mlab2.lga02.measurement-lab.org,10.65,92.73
2015-05-05T04:35:44-0400,ndt.iupui.mlab2.lga06.measurement-lab.org,10.71,59.66
2015-05-05T04:36:08-0400,ndt.iupui.mlab3.lga04.measurement-lab.org,10.6,31.49
2015-05-05T14:36:37-0400,ndt.iupui.mlab2.lga04.measurement-lab.org,10.48,33.06
2015-05-05T14:37:01-0400,ndt.iupui.mlab1.lga05.measurement-lab.org,10.67,57.18
2015-05-05T14:37:25-0400,ndt.iupui.mlab2.lga01.measurement-lab.org,10.57,35.94
2015-05-05T14:37:49-0400,ndt.iupui.mlab1.lga03.measurement-lab.org,10.71,73.32
2015-05-05T14:38:12-0400,ndt.iupui.mlab1.lga02.measurement-lab.org,10.65,41.53
2015-05-05T14:38:36-0400,ndt.iupui.mlab1.lga06.measurement-lab.org,10.7,57.68
2015-05-05T20:39:06-0400,ndt.iupui.mlab3.lga04.measurement-lab.org,10.11,4.72
2015-05-05T20:39:30-0400,ndt.iupui.mlab3.lga05.measurement-lab.org,10.37,51.26
2015-05-05T20:39:54-0400,ndt.iupui.mlab1.lga01.measurement-lab.org,9.47,21.85
2015-05-05T20:40:18-0400,ndt.iupui.mlab1.lga06.measurement-lab.org,10.55,57.52
2015-05-05T20:40:43-0400,ndt.iupui.mlab3.lga03.measurement-lab.org,9.65,7.97
2015-05-05T20:41:07-0400,ndt.iupui.mlab1.lga02.measurement-lab.org,10.08,58.32
2015-05-06T05:41:38-0400,ndt.iupui.mlab3.lga01.measurement-lab.org,10.52,26.6
2015-05-06T05:42:02-0400,ndt.iupui.mlab2.lga05.measurement-lab.org,10.57,73.16
2015-05-06T05:42:25-0400,ndt.iupui.mlab3.lga06.measurement-lab.org,10.59,73.19
2015-05-06T05:42:49-0400,ndt.iupui.mlab1.lga02.measurement-lab.org,10.58,34.28
2015-05-06T05:43:12-0400,ndt.iupui.mlab1.lga03.measurement-lab.org,10.58,60.25
2015-05-06T05:43:36-0400,ndt.iupui.mlab2.lga04.measurement-lab.org,10.43,57.75
2015-05-06T15:44:04-0400,ndt.iupui.mlab1.lga03.measurement-lab.org,10.69,55.34
2015-05-06T15:44:29-0400,ndt.iupui.mlab1.lga02.measurement-lab.org,10.66,51.6
2015-05-06T15:44:52-0400,ndt.iupui.mlab1.lga06.measurement-lab.org,10.62,62.49
2015-05-06T15:45:17-0400,ndt.iupui.mlab1.lga01.measurement-lab.org,10.6,40.1
2015-05-06T15:45:40-0400,ndt.iupui.mlab1.lga05.measurement-lab.org,10.68,62.13
2015-05-06T15:46:06-0400,ndt.iupui.mlab2.lga04.measurement-lab.org,10.48,19.13
2015-05-07T00:46:32-0400,ndt.iupui.mlab1.lga03.measurement-lab.org,9.89,52.14
2015-05-07T00:46:58-0400,ndt.iupui.mlab2.lga06.measurement-lab.org,9.17,70.54
2015-05-07T00:47:22-0400,ndt.iupui.mlab3.lga04.measurement-lab.org,10.53,23.53
2015-05-07T00:47:45-0400,ndt.iupui.mlab2.lga05.measurement-lab.org,8.41,62.86
2015-05-07T00:48:10-0400,ndt.iupui.mlab3.lga01.measurement-lab.org,10.6,23.06
2015-05-07T00:48:33-0400,ndt.iupui.mlab3.lga02.measurement-lab.org,8.59,38.73
2015-05-07T06:49:01-0400,ndt.iupui.mlab2.lga04.measurement-lab.org,10.59,22.67
2015-05-07T06:49:25-0400,ndt.iupui.mlab2.lga01.measurement-lab.org,10.63,61.42
2015-05-07T06:49:49-0400,ndt.iupui.mlab1.lga06.measurement-lab.org,10.68,60.67
2015-05-07T06:50:13-0400,ndt.iupui.mlab1.lga02.measurement-lab.org,10.67,50.92
2015-05-07T06:50:37-0400,ndt.iupui.mlab1.lga03.measurement-lab.org,10.67,62.07
2015-05-07T06:51:00-0400,ndt.iupui.mlab1.lga05.measurement-lab.org,10.67,65.1
2015-05-07T13:51:32-0400,ndt.iupui.mlab3.lga04.measurement-lab.org,10.59,32.06
2015-05-07T13:51:58-0400,ndt.iupui.mlab3.lga01.measurement-lab.org,10.61,19.78
2015-05-07T13:52:22-0400,ndt.iupui.mlab2.lga05.measurement-lab.org,10.66,61.99
2015-05-07T13:52:46-0400,ndt.iupui.mlab3.lga03.measurement-lab.org,10.66,64.77
2015-05-07T13:53:10-0400,ndt.iupui.mlab1.lga02.measurement-lab.org,10.67,19.7
2015-05-07T13:53:34-0400,ndt.iupui.mlab1.lga06.measurement-lab.org,10.67,49.3
2015-05-07T19:54:01-0400,ndt.iupui.mlab1.lga03.measurement-lab.org,10.71,55.78
2015-05-07T19:54:24-0400,ndt.iupui.mlab1.lga06.measurement-lab.org,10.67,64.24
2015-05-07T19:54:49-0400,ndt.iupui.mlab3.lga01.measurement-lab.org,10.53,19.83
2015-05-07T19:55:14-0400,ndt.iupui.mlab3.lga04.measurement-lab.org,10.56,7.85
2015-05-07T19:55:38-0400,ndt.iupui.mlab2.lga02.measurement-lab.org,10.64,91.43
2015-05-07T19:56:02-0400,ndt.iupui.mlab3.lga05.measurement-lab.org,10.65,56.2
2015-05-08T03:56:32-0400,ndt.iupui.mlab3.lga04.measurement-lab.org,10.62,14.7
2015-05-08T03:56:58-0400,ndt.iupui.mlab3.lga05.measurement-lab.org,10.7,57.7
2015-05-08T03:57:22-0400,ndt.iupui.mlab1.lga06.measurement-lab.org,10.71,61.17
2015-05-08T03:57:46-0400,ndt.iupui.mlab3.lga03.measurement-lab.org,10.69,54.03
2015-05-08T03:58:10-0400,ndt.iupui.mlab1.lga01.measurement-lab.org,10.54,67.13
2015-05-08T03:58:33-0400,ndt.iupui.mlab3.lga02.measurement-lab.org,10.66,47.73
2015-05-08T13:59:02-0400,ndt.iupui.mlab3.lga04.measurement-lab.org,10.45,9.41
2015-05-08T13:59:26-0400,ndt.iupui.mlab1.lga02.measurement-lab.org,10.6,68.68
2015-05-08T13:59:49-0400,ndt.iupui.mlab1.lga06.measurement-lab.org,10.66,64.04
2015-05-08T14:00:14-0400,ndt.iupui.mlab2.lga01.measurement-lab.org,10.5,16.34
2015-05-08T14:00:39-0400,ndt.iupui.mlab2.lga05.measurement-lab.org,10.6,57.05
2015-05-08T14:01:03-0400,ndt.iupui.mlab3.lga03.measurement-lab.org,10.62,53.74
2015-05-08T23:01:30-0400,ndt.iupui.mlab1.lga03.measurement-lab.org,10.7,60.16
2015-05-08T23:01:53-0400,ndt.iupui.mlab3.lga06.measurement-lab.org,10.7,44.9
2015-05-08T23:02:17-0400,ndt.iupui.mlab2.lga02.measurement-lab.org,10.68,87.87
2015-05-08T23:02:41-0400,ndt.iupui.mlab1.lga04.measurement-lab.org,10.58,3.04
2015-05-08T23:03:05-0400,ndt.iupui.mlab1.lga01.measurement-lab.org,10.59,29.87
2015-05-08T23:03:28-0400,ndt.iupui.mlab2.lga05.measurement-lab.org,10.68,58.85
2015-05-09T09:03:57-0400,ndt.iupui.mlab1.lga05.measurement-lab.org,10.63,56.68
2015-05-09T09:04:21-0400,ndt.iupui.mlab1.lga03.measurement-lab.org,10.63,51.59
2015-05-09T09:04:44-0400,ndt.iupui.mlab3.lga06.measurement-lab.org,10.7,54.15
2015-05-09T09:05:09-0400,ndt.iupui.mlab3.lga01.measurement-lab.org,10.58,34.49
2015-05-09T09:05:32-0400,ndt.iupui.mlab1.lga02.measurement-lab.org,10.6,24.37
2015-05-09T09:05:56-0400,ndt.iupui.mlab1.lga04.measurement-lab.org,10.53,17.75
2015-05-09T19:06:26-0400,ndt.iupui.mlab3.lga02.measurement-lab.org,10.66,51.09
2015-05-09T19:06:53-0400,ndt.iupui.mlab2.lga01.measurement-lab.org,10.55,20.56
2015-05-09T19:07:16-0400,ndt.iupui.mlab3.lga05.measurement-lab.org,10.67,68.58
2015-05-09T19:07:40-0400,ndt.iupui.mlab1.lga03.measurement-lab.org,10.7,75.83
2015-05-09T19:08:04-0400,ndt.iupui.mlab2.lga04.measurement-lab.org,10.52,9.29
2015-05-09T19:08:29-0400,ndt.iupui.mlab2.lga06.measurement-lab.org,10.69,53.69
2015-05-10T02:08:58-0400,ndt.iupui.mlab1.lga01.measurement-lab.org,10.62,30.98
2015-05-10T02:09:21-0400,ndt.iupui.mlab3.lga06.measurement-lab.org,10.7,43.28
2015-05-10T02:09:45-0400,ndt.iupui.mlab3.lga04.measurement-lab.org,10.53,15.61
2015-05-10T02:10:09-0400,ndt.iupui.mlab3.lga02.measurement-lab.org,10.71,42.45
2015-05-10T02:10:32-0400,ndt.iupui.mlab2.lga05.measurement-lab.org,10.7,66.51
2015-05-10T02:10:56-0400,ndt.iupui.mlab3.lga03.measurement-lab.org,10.71,61.43
2015-05-10T11:11:24-0400,ndt.iupui.mlab2.lga02.measurement-lab.org,10.67,44.78
2015-05-10T11:11:48-0400,ndt.iupui.mlab2.lga04.measurement-lab.org,10.49,12.67
2015-05-10T11:12:12-0400,ndt.iupui.mlab2.lga05.measurement-lab.org,10.66,51.38
2015-05-10T11:12:37-0400,ndt.iupui.mlab3.lga01.measurement-lab.org,10.63,16.85
2015-05-10T11:13:00-0400,ndt.iupui.mlab3.lga06.measurement-lab.org,10.71,42.24
2015-05-10T11:13:25-0400,ndt.iupui.mlab3.lga03.measurement-lab.org,10.68,67.37
2015-05-10T17:13:55-0400,ndt.iupui.mlab2.lga02.measurement-lab.org,10.61,55.96
2015-05-10T17:14:21-0400,ndt.iupui.mlab2.lga01.measurement-lab.org,10.47,19.8
2015-05-10T17:14:45-0400,ndt.iupui.mlab3.lga04.measurement-lab.org,10.27,7.87
2015-05-10T17:15:09-0400,ndt.iupui.mlab3.lga05.measurement-lab.org,10.54,56.94
2015-05-10T17:15:32-0400,ndt.iupui.mlab1.lga06.measurement-lab.org,10.46,52.35
2015-05-10T17:15:56-0400,ndt.iupui.mlab3.lga03.measurement-lab.org,10.72,58.94
2015-05-10T23:16:24-0400,ndt.iupui.mlab1.lga01.measurement-lab.org,10.61,16.09
2015-05-10T23:16:49-0400,ndt.iupui.mlab2.lga02.measurement-lab.org,10.69,92.29
2015-05-10T23:17:13-0400,ndt.iupui.mlab1.lga04.measurement-lab.org,10.59,5.15
2015-05-10T23:17:37-0400,ndt.iupui.mlab1.lga05.measurement-lab.org,10.64,23.36
2015-05-10T23:18:00-0400,ndt.iupui.mlab2.lga06.measurement-lab.org,10.71,57.08
2015-05-10T23:18:24-0400,ndt.iupui.mlab3.lga03.measurement-lab.org,10.68,56.83
2015-05-11T07:18:53-0400,ndt.iupui.mlab3.lga04.measurement-lab.org,10.52,24.02
2015-05-11T07:19:16-0400,ndt.iupui.mlab1.lga05.measurement-lab.org,10.7,60.45
2015-05-11T07:19:43-0400,ndt.iupui.mlab1.lga03.measurement-lab.org,10.69,48.96
2015-05-11T07:20:07-0400,ndt.iupui.mlab3.lga02.measurement-lab.org,10.67,18.2
2015-05-11T07:20:31-0400,ndt.iupui.mlab1.lga06.measurement-lab.org,10.67,44.92
2015-05-11T07:20:55-0400,ndt.iupui.mlab1.lga01.measurement-lab.org,10.61,35.36
2015-05-11T15:21:23-0400,ndt.iupui.mlab2.lga04.measurement-lab.org,10.29,15.58
2015-05-11T15:21:47-0400,ndt.iupui.mlab2.lga01.measurement-lab.org,10.4,51.93
2015-05-11T15:22:10-0400,ndt.iupui.mlab3.lga05.measurement-lab.org,10.49,49.12
2015-05-11T15:22:34-0400,ndt.iupui.mlab3.lga02.measurement-lab.org,10.54,47.92
2015-05-11T15:22:58-0400,ndt.iupui.mlab1.lga03.measurement-lab.org,10.54,58.76
2015-05-11T15:23:24-0400,ndt.iupui.mlab2.lga06.measurement-lab.org,10.68,60.9
